 "subject" , "predicate" , "object" ,
 "http://givingsense.eu/sembib/onto/channels/icuwb" , "http://purl.org/dc/elements/1.1/label" , "icuwb" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11381" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICUWB2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11381" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICUWB2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11388" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CRISIS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11388" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CRISIS2011" ,
 "http://givingsense.eu/sembib/onto/CRISIS2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/crisis" ,
 "http://givingsense.eu/sembib/onto/channels/crisis" , "http://purl.org/dc/elements/1.1/label" , "crisis" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11422" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/EUSIPCO2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11422" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/EUSIPCO2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11423" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/EUSIPCO2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11423" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/EUSIPCO2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11424" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11424" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11425" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11425" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11426" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11426" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11427" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11427" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11428" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11428" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11432" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICIP2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11432" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICIP2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11469" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PATMOS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11469" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PATMOS2011" ,
 "http://givingsense.eu/sembib/onto/PATMOS2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/patmos" ,
 "http://givingsense.eu/sembib/onto/channels/patmos" , "http://purl.org/dc/elements/1.1/label" , "patmos" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11487" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/VIRTUAL2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11487" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/VIRTUAL2011" ,
 "http://givingsense.eu/sembib/onto/VIRTUAL2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/virtual" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11521" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/VEHICULAR2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11521" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/VEHICULAR2011" ,
 "http://givingsense.eu/sembib/onto/VEHICULAR2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/vehicular" ,
 "http://givingsense.eu/sembib/onto/channels/vehicular" , "http://purl.org/dc/elements/1.1/label" , "vehicular" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11522" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/VEHICULAR2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11522" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/VEHICULAR2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11527" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/NIAT2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11527" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/NIAT2011" ,
 "http://givingsense.eu/sembib/onto/NIAT2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/niat" ,
 "http://givingsense.eu/sembib/onto/channels/niat" , "http://purl.org/dc/elements/1.1/label" , "niat" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11530" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/TRUSTED2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11530" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/TRUSTED2011" ,
 "http://givingsense.eu/sembib/onto/TRUSTED2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/trusted" ,
 "http://givingsense.eu/sembib/onto/channels/trusted" , "http://purl.org/dc/elements/1.1/label" , "trusted" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11536" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICIP2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11536" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICIP2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11545" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ECOC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11545" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ECOC2011" ,
 "http://givingsense.eu/sembib/onto/ECOC2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ecoc" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11546" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ECOC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11546" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ECOC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11547" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/IFSA2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11547" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/IFSA2011" ,
 "http://givingsense.eu/sembib/onto/IFSA2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ifsa" ,
 "http://givingsense.eu/sembib/onto/channels/ifsa" , "http://purl.org/dc/elements/1.1/label" , "ifsa" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11565" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/FORMAL2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11565" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/FORMAL2011" ,
 "http://givingsense.eu/sembib/onto/FORMAL2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/formal" ,
 "http://givingsense.eu/sembib/onto/channels/formal" , "http://purl.org/dc/elements/1.1/label" , "formal" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11582" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ETAI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11582" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ETAI2011" ,
 "http://givingsense.eu/sembib/onto/ETAI2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/etai" ,
 "http://givingsense.eu/sembib/onto/channels/etai" , "http://purl.org/dc/elements/1.1/label" , "etai" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11583" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/DAFX2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11583" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/DAFX2011" ,
 "http://givingsense.eu/sembib/onto/DAFX2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/dafx" ,
 "http://givingsense.eu/sembib/onto/channels/dafx" , "http://purl.org/dc/elements/1.1/label" , "dafx" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11589" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/INTERACT2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11589" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/INTERACT2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11607" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11607" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11618" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11618" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11637" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/SSP2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11637" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/SSP2011" ,
 "http://givingsense.eu/sembib/onto/SSP2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ssp" ,
 "http://givingsense.eu/sembib/onto/channels/ssp" , "http://purl.org/dc/elements/1.1/label" , "ssp" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11639" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ITAW2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11639" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ITAW2011" ,
 "http://givingsense.eu/sembib/onto/ITAW2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/itaw" ,
 "http://givingsense.eu/sembib/onto/channels/itaw" , "http://purl.org/dc/elements/1.1/label" , "itaw" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11640" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ASYMPTOTICAL2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11640" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ASYMPTOTICAL2011" ,
 "http://givingsense.eu/sembib/onto/ASYMPTOTICAL2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/asymptotical" ,
 "http://givingsense.eu/sembib/onto/channels/asymptotical" , "http://purl.org/dc/elements/1.1/label" , "asymptotical" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11642" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/SEQUENTIAL2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11642" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/SEQUENTIAL2011" ,
 "http://givingsense.eu/sembib/onto/SEQUENTIAL2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/sequential" ,
 "http://givingsense.eu/sembib/onto/channels/sequential" , "http://purl.org/dc/elements/1.1/label" , "sequential" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11644" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ISIT2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11644" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ISIT2011" ,
 "http://givingsense.eu/sembib/onto/ISIT2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/isit" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11645" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ISIT2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11645" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ISIT2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11681" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PIMRC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11681" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PIMRC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11682" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11682" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11683" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11683" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11686" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WASPAA2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11686" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WASPAA2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11722" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/EUSIPCO2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11722" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/EUSIPCO2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11724" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/INTERSPEECH2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11724" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/INTERSPEECH2011" ,
 "http://givingsense.eu/sembib/onto/INTERSPEECH2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/interspeech" ,
 "http://givingsense.eu/sembib/onto/channels/interspeech" , "http://purl.org/dc/elements/1.1/label" , "interspeech" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11741" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/SELF2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11741" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/SELF2011" ,
 "http://givingsense.eu/sembib/onto/SELF2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/self" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11744" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/EPIQUE2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11744" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/EPIQUE2011" ,
 "http://givingsense.eu/sembib/onto/EPIQUE2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/epique" ,
 "http://givingsense.eu/sembib/onto/channels/epique" , "http://purl.org/dc/elements/1.1/label" , "epique" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11772" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11772" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11847" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11847" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11855" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11855" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11891" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11891" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12014" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/VMV2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12014" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/VMV2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12105" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ITC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12105" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ITC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12150" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PHOTONICS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12150" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PHOTONICS2011" ,
 "http://givingsense.eu/sembib/onto/PHOTONICS2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/photonics" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12151" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PHOTONICS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12151" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PHOTONICS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12152" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PHOTONICS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12152" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PHOTONICS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12174" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/NGMAST2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12174" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/NGMAST2011" ,
 "http://givingsense.eu/sembib/onto/NGMAST2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ngmast" ,
 "http://givingsense.eu/sembib/onto/channels/ngmast" , "http://purl.org/dc/elements/1.1/label" , "ngmast" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12190" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ONLINE2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12190" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ONLINE2011" ,
 "http://givingsense.eu/sembib/onto/ONLINE2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/online" ,
 "http://givingsense.eu/sembib/onto/channels/online" , "http://purl.org/dc/elements/1.1/label" , "online" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12210" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICUWB2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12210" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICUWB2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12224" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/P2P2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12224" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/P2P2011" ,
 "http://givingsense.eu/sembib/onto/P2P2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/p2p" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12329" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CCCA2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12329" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CCCA2011" ,
 "http://givingsense.eu/sembib/onto/CCCA2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ccca" ,
 "http://givingsense.eu/sembib/onto/channels/ccca" , "http://purl.org/dc/elements/1.1/label" , "ccca" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12330" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/COMPUTING2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12330" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/COMPUTING2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12387" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PIMRC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12387" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PIMRC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12390" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/VTC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12390" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/VTC2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13125" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13125" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13536" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/MICROWAVE2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13536" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/MICROWAVE2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13651" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ESMART2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13651" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ESMART2011" ,
 "http://givingsense.eu/sembib/onto/ESMART2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/esmart" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/14516" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/PEER2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/14516" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/PEER2011" ,
 "http://givingsense.eu/sembib/onto/PEER2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/peer" ,
 "http://givingsense.eu/sembib/onto/channels/peer" , "http://purl.org/dc/elements/1.1/label" , "peer" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11196" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CONGRESS2011" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11196" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CONGRESS2011" ,
 "http://givingsense.eu/sembib/onto/CONGRESS2011" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/congress" ,
 "http://givingsense.eu/sembib/onto/channels/congress" , "http://purl.org/dc/elements/1.1/label" , "congress" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/11296" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/STATISTICAL2011" ,
